TRANSACTION_AMT,OCCUPATION,CMTE_NM,CMTE_PTY_AFFILIATION
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAWYER,HILLARY FOR AMERICA,DEM
2700,LAW PROFESSOR,JAMIE RASKIN FOR CONGRESS,DEM
2700,LANDSCAPE/NURSERY MAN,HILLARY FOR AMERICA,DEM
2700,JOURNALIST,BENNET FOR COLORADO,DEM
2700,IT CONSULTING,HILLARY FOR AMERICA,DEM
2700,IT CONSULTANT,FRIENDS OF DON BEYER,DEM
2700,INVESTOR,HILLARY FOR AMERICA,DEM
2700,INVESTOR,HILLARY FOR AMERICA,DEM
2700,INVESTOR,HILLARY FOR AMERICA,DEM
2700,INVESTOR,HILLARY FOR AMERICA,DEM
2700,INVESTOR,HILLARY FOR AMERICA,DEM
2700,INVESTMENTS,HILLARY FOR AMERICA,DEM
2700,INVESTMENT MANAGER,FRIENDS OF JOHN SARBANES,DEM
2700,INVESTMENT MANAGER,FRIENDS OF JOHN SARBANES,DEM
2700,INVESTMENT MANAGEMENT,FRIENDS OF JOHN SARBANES,DEM
2700,INVESTMENT MANAGEMENT,FRIENDS OF JOHN SARBANES,DEM
2700,INVESTMENT COUNSELOR,HILLARY FOR AMERICA,DEM
2700,INVESTMENT ADVISOR,HILLARY FOR AMERICA,DEM
2700,INVESTMENT ADVISOR,HILLARY FOR AMERICA,DEM
2700,INSURANCE,HILLARY FOR AMERICA,DEM
2700,IMMIGRATION LAW AND GOVERNMENT RELATIO,HILLARY FOR AMERICA,DEM
2700,IMMIGRATION LAW AND GOVERNMENT RELATIO,HILLARY FOR AMERICA,DEM
2700,HUMAN RESOURCES,DONNA EDWARDS FOR SENATE,DEM
2700,HOUSING DEVELOPMENT,FRIENDS OF DON BEYER,DEM
2700,HOUSEHOLD EMPLOYEE,HILLARY FOR AMERICA,DEM
2700,HOTELIER,PAWLOWSKI2016.COM,DEM
2700,HOTEL MANAGER,PATEL FOR IOWA,DEM
2700,HONORARY TRUSTEE,KATHLEEN MATTHEWS FOR CONGRESS,DEM
2700,HOMEMAKER,FRIENDS OF JOHN SARBANES,DEM
2700,HOMEMAKER,FRIENDS OF JOHN SARBANES,DEM
2700,HOMEMAKER,FRIENDS OF JOHN SARBANES,DEM
2700,HOMEMAKER,FRIENDS OF JOHN SARBANES,DEM
2700,HOMEMAKER,FRIENDS OF JOHN SARBANES,DEM
2700,HOMEMAKER,FRIENDS OF JOHN SARBANES,DEM
2700,HOMEMAKER,ANTHONY BROWN FOR CONGRESS,DEM
2700,HOMEMAKER,FRIENDS OF JOHN DELANEY,DEM
2700,HOMEMAKER,FRIENDS OF JOHN DELANEY,DEM
2700,HOMEMAKER,FRIENDS OF JOHN DELANEY,DEM
2700,HOMEMAKER,PATEL FOR IOWA,DEM
2700,HOMEMAKER,ANTHONY BROWN FOR CONGRESS,DEM
2700,HOMEMAKER,ANTHONY BROWN FOR CONGRESS,DEM
2700,HOMEMAKER,TAMMY FOR ILLINOIS,DEM
2700,HOMEMAKER,WILL JAWANDO FOR CONGRESS,DEM
2700,HOMEMAKER,WYDEN FOR SENATE,DEM
2700,HOMEMAKER,WYDEN FOR SENATE,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,HILLARY FOR AMERICA,DEM
2700,HOMEMAKER,SCHNEIDER FOR CONGRESS,DEM
2700,HOMEMAKER,LESSIG2016.US,DEM
2700,HOMEMAKER,LESSIG2016.US,DEM
2700,HOMEMAKER,HOYER FOR CONGRESS,DEM
2700,HOMEMAKER,FRIENDS OF JOHN SARBANES,DEM
2700,HEDGE FUND MANAGER,HILLARY FOR AMERICA,DEM
2700,HEALTHCARE CONSULTING,FRIENDS OF JOHN DELANEY,DEM
2700,HEALTHCARE CONSULTANT,ANGIE CRAIG FOR CONGRESS,DEM
2700,HEALTHCARE CONSULTANT,ANGIE CRAIG FOR CONGRESS,DEM
2700,HEALTH EDUCATOR,HILLARY FOR AMERICA,DEM
2700,HEALTH CARE EXECUTIVE,HILLARY FOR AMERICA,DEM
2700,HEALTH CARE EXECUTIVE,HILLARY FOR AMERICA,DEM
2700,GOVERNMENT RELATIONS,HILLARY FOR AMERICA,DEM
2700,GOVERNMENT RELATIONS,HILLARY FOR AMERICA,DEM
2700,GOVERNMENT RELATIONS,SCHATZ FOR SENATE,DEM
2700,GOVERNMENT OFFICIAL,HILLARY FOR AMERICA,DEM
2700,GOVERNMENT AFFAIRS,MISSOURIANS FOR KANDER,DEM
2700,GOVERNMENT AFFAIRS,HILLARY FOR AMERICA,DEM
2700,GLOBAL OFFICER MARRIOTT CULTURE AND BU,KATHLEEN MATTHEWS FOR CONGRESS,DEM
2700,GLOBAL COMMUNICATIONS AND PUBLIC AFFAI,FRIENDS OF JOHN DELANEY,DEM
2700,GENERAL MANAGER,HILLARY FOR AMERICA,DEM
2700,GENERAL COUNSEL,HILLARY FOR AMERICA,DEM
2700,FOUNDING PARTNER,HILLARY FOR AMERICA,DEM
2700,FOUNDING PARTNER,HILLARY FOR AMERICA,DEM
2700,FOUNDING CHAIRMAN,FRIENDS OF JOHN SARBANES,DEM
2700,FOUNDING CHAIRMAN,FRIENDS OF JOHN SARBANES,DEM
2700,FOUNDER AND PRESIDENT,KATHLEEN MATTHEWS FOR CONGRESS,DEM
2700,FOUNDER AND PARTNER,KATHLEEN MATTHEWS FOR CONGRESS,DEM
2700,FOUNDER AND PARTNER,KATHLEEN MATTHEWS FOR CONGRESS,DEM
2700,FOUNDER AND MANAGING PARTNER,KATHLEEN MATTHEWS FOR CONGRESS,DEM
2700,FOUNDER & PARTNER,HILLARY FOR AMERICA,DEM
2700,FOUNDER & CHAIRMAN,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,DEM
2700,FOUNDER & CEO,HILLARY FOR AMERICA,DEM
2700,FOUNDER & CEO,HILLARY FOR AMERICA,DEM
2700,FOUNDER,HILLARY FOR AMERICA,DEM
2700,FOUNDER,JAMIE RASKIN FOR CONGRESS,DEM
2700,FINANCIAL SERVICES CONSULTANT,FRIENDS OF JOHN DELANEY,DEM
2700,FINANCIAL SERVICES CONSULTANT,FRIENDS OF JOHN DELANEY,DEM
2700,FINANCIAL SERVICES,HILLARY FOR AMERICA,DEM
2700,FINANCIAL ADVISOR,DONNA EDWARDS FOR SENATE,DEM
2700,FINANCIAL ADVISOR,HILLARY FOR AMERICA,DEM
2700,FINANCE,FRIENDS OF JOHN SARBANES,DEM
2700,FINANCE,HILLARY FOR AMERICA,DEM
2700,FINANCE,HILLARY FOR AMERICA,DEM
2700,FEDERAL EMPLOYEE,HILLARY FOR AMERICA,DEM
2700,FEDERAL EMPLOYEE,HILLARY FOR AMERICA,DEM
2700,FAMILY NURSE PRACTITIONER,HILLARY FOR AMERICA,DEM
2700,"EXECUTIVE VICE PRESIDENT, PUBLIC POLIC",HILLARY FOR AMERICA,DEM
2700,EXECUTIVE VICE PRESIDENT BUSINESS DEVE,HILLARY FOR AMERICA,DEM
2700,EXECUTIVE VICE PRESIDENT,HILLARY FOR AMERICA,DEM
2700,EXECUTIVE DIRECTOR,FRIENDS OF JOHN SARBANES,DEM
2700,EXECUTIVE DIRECTOR,FRIENDS OF JOHN SARBANES,DEM
2700,EXECUTIVE DIRECTOR,HILLARY FOR AMERICA,DEM
2700,EXECUTIVE,FRIENDS OF JOHN SARBANES,DEM
2700,EXECUTIVE,FRIENDS OF JOHN SARBANES,DEM
2700,EXECUTIVE,FRIENDS OF JOHN SARBANES,DEM
2700,EXECUTIVE,FRIENDS OF JOHN SARBANES,DEM
2700,EXECUTIVE,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,DEM
2700,EXECUTIVE,FRIENDS OF DON BEYER,DEM
2700,EXECUTIVE,DONNA EDWARDS FOR SENATE,DEM
2700,EXECUTIVE,HILLARY FOR AMERICA,DEM
2700,EXECUTIVE,HILLARY FOR AMERICA,DEM
2700,EXECUTIVE,HILLARY FOR AMERICA,DEM
2700,EXECUTIVE,HILLARY FOR AMERICA,DEM
2700,EXECUTIVE,HILLARY FOR AMERICA,DEM
2700,EXECUTIVE,HILLARY FOR AMERICA,DEM
2700,EXECUTIVE,HILLARY FOR AMERICA,DEM
2700,"EVP MERGERS, ACQUISITIONS & BUS. DEV.",KATHLEEN MATTHEWS FOR CONGRESS,DEM
2700,EQUIPMENT RENTAL,ANA SOL-GUTIERREZ FOR CONGRESS,DEM
2700,ENTREPRENEUR,GLENN IVEY FOR CONGRESS,DEM
2700,ENGINEER,ANA SOL-GUTIERREZ FOR CONGRESS,DEM
2700,ENGINEER,HILLARY FOR AMERICA,DEM
2700,ENERGY EFFICIENCY/BUILDING UPGRADES,HILLARY FOR AMERICA,DEM
2700,EDUCATOR,HILLARY FOR AMERICA,DEM
2700,EDUCATOR,HILLARY FOR AMERICA,DEM
2700,EDUCATION,HILLARY FOR AMERICA,DEM
2700,ECONOMIST,HILLARY FOR AMERICA,DEM
2700,ECONOMIST,JAMIE RASKIN FOR CONGRESS,DEM
2700,DOCTORS,WILL JAWANDO FOR CONGRESS,DEM
2700,DOCTOR OF MEDICINE,HILLARY FOR AMERICA,DEM
2700,"DIRECTOR, GLOBAL CORPORATE RELATIONS",KATHLEEN MATTHEWS FOR CONGRESS,DEM
2700,DIRECTOR OF LOCAL GOVERNEMENT AFFAIRS,ANTHONY BROWN FOR CONGRESS,DEM
2700,DIRECTOR OF LOCAL GOVERNEMENT AFFAIRS,ANTHONY BROWN FOR CONGRESS,DEM
2700,DIRECTOR FOR OPERATIONS,HILLARY FOR AMERICA,DEM
2700,DIRECTOR,HILLARY FOR AMERICA,DEM
2700,DIRECTOR,HILLARY FOR AMERICA,DEM
2690,POLITICAL CONSULTANT,HILLARY FOR AMERICA,DEM
2690,EXECUTIVE,HILLARY FOR AMERICA,DEM
2680,EXECUTIVE VICE PRESIDENT,WILL JAWANDO FOR CONGRESS,DEM
2671,LAWYER,JAMIE RASKIN FOR CONGRESS,DEM
2625,RETIRED,HILLARY FOR AMERICA,DEM
2622,"DIRECTOR, WASHINGTON OFFICE",HILLARY FOR AMERICA,DEM
2600,PROFESSOR,FRIENDS OF DON BEYER,DEM
2600,PRINCIPAL,BARVE FOR CONGRESS,DEM
2600,PHYSICIST,BILL FOSTER FOR CONGRESS,DEM
2600,PHYSICIAN,ELLISON FOR CONGRESS,DEM
2600,PHYSICIAN,DR. RAUL RUIZ FOR CONGRESS,DEM
2600,PARTNER,SCHATZ FOR SENATE,DEM
2600,PARTNER,DONALD NORCROSS FOR CONGRESS,DEM
2600,PARTNER,PASCRELL FOR CONGRESS,DEM
2600,MAYOR,MOORE FOR CONGRESS,DEM
2600,LENDER,JAMIE RASKIN FOR CONGRESS,DEM
2600,LAWYER,HILLARY FOR AMERICA,DEM
2600,GOVERNMENT RELATIONS,BONNIE WATSON COLEMAN FOR CONGRESS,DEM
2550,INVESTOR,BARVE FOR CONGRESS,DEM
2500,WEB DEVELOPER,DONNA EDWARDS FOR SENATE,DEM
2500,VICE PRESIDENT,DAVIS FOR CONGRESS,DEM
2500,VENTURE CAPITALIST,RO FOR CONGRESS INC.,DEM
2500,STATE TREASURER,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,DEM
2500,SOCIAL WORKER,FRIENDS OF JOHN SARBANES,DEM
2500,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
2500,RETIRED,FRIENDS OF JOHN DELANEY,DEM
2500,RETIRED,PROGRESSIVES UNITED POLITICAL ACTION COMMITTEE,DEM
2500,RETIRED,SCHNEIDER FOR CONGRESS,DEM
2500,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
2500,RETIRED,ERIC LYNN FOR CONGRESS,DEM
2500,RETIRED,HOYER FOR CONGRESS,DEM
2500,RETIRED,GLENN IVEY FOR CONGRESS,DEM
2500,RETIRED,FRIENDS OF JOHN SARBANES,DEM
2500,RETIRED,FRIENDS OF JOHN SARBANES,DEM
2500,RETIRED,FRIENDS OF JOHN SARBANES,DEM
2500,REAL ESTATE EXECUTIVE,CITIZENS FOR ELEANOR HOLMES NORTON,DEM
2500,PROPERTY MANAGEMENT,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,DEM
2500,PROFESSOR,JAMIE RASKIN FOR CONGRESS,DEM
2500,PROFESSOR,JAMIE RASKIN FOR CONGRESS,DEM
2500,PROFESSOR,ANA SOL-GUTIERREZ FOR CONGRESS,DEM
2500,PRINCIPAL,CONNECTICUT DEMOCRATIC STATE CENTRAL COMMITTEE,DEM
2500,PRINCIPAL,PALLONE FOR CONGRESS,DEM
2500,PRINCIPAL,DAVIS FOR CONGRESS,DEM
2500,"PRESIDENT, CEO",HEIDI FOR SENATE,DEM
2500,PRESIDENT,ADAM SMITH FOR CONGRESS COMMITTEE,DEM
2500,PRESIDENT,DONNA EDWARDS FOR SENATE,DEM
2500,PRESIDENT,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,DEM
2500,PRESIDENT,DAVIS FOR CONGRESS,DEM
2500,PARTNER,FRIENDS OF SCHUMER,DEM
2500,NOT EMPLOYED,GILLIBRAND FOR SENATE,DEM
2500,N/A,ERIC LYNN FOR CONGRESS,DEM
2500,MEDICAL DIRECTOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
2500,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
2500,MAYOR,DCCC,DEM
2500,LAWYER,JAMIE RASKIN FOR CONGRESS,DEM
2500,LAWYER,FRIENDS OF JOHN SARBANES,DEM
2500,INVESTMENT MANAGEMENT,JAMIE RASKIN FOR CONGRESS,DEM
2500,HOUSING DEVELOPMENT,CONNOLLY FOR CONGRESS,DEM
2500,HOMEMAKER,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,DEM
2500,HOMEMAKER,WYDEN FOR SENATE,DEM
2500,GOVERNMENT RELATIONS,CONYERS FOR CONGRESS,DEM
2500,GOVERNMENT RELATIONS,FRIENDS OF CHRIS MURPHY,DEM
2500,GOVERNMENT RELATIONS,DSCC,DEM
2500,GOVERNMENT AFFAIRS,BLUMENTHAL FOR CONNECTICUT,DEM
2500,EXECUTIVE DIRECTOR,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,DEM
2500,EXECUTIVE,DSCC,DEM
2500,EXECUTIVE,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,DEM
2500,EXECUTIVE,GLENN IVEY FOR CONGRESS,DEM
2500,ECONOMIST,JAMIE RASKIN FOR CONGRESS,DEM
2470,TECHNOLOGY AND RENEWABLE ENERGY,TULSI FOR HAWAI'I,DEM
2450,RETIRED,HOYER FOR CONGRESS,DEM
2450,PARTNER,FRIENDS OF SCHUMER,DEM
2450,GOVERNMENT RELATIONS,MOORE FOR CONGRESS,DEM
2450,DIRECTOR,HILLARY FOR AMERICA,DEM
2400,GOVERNMENT RELATIONS,BLUMENTHAL FOR CONNECTICUT,DEM
2315,MANAGEMENT CONSULTANT,DAVIS FOR CONGRESS,DEM
2300,WEB DEVELOPER,DONNA EDWARDS FOR SENATE,DEM
2300,VOLUNTEER,WYDEN FOR SENATE,DEM
2300,VICE PRESIDENT,FEINSTEIN FOR SENATE 2018,DEM
2300,VICE PRESIDENT,WYDEN FOR SENATE,DEM
2300,RETIRED,ANTHONY BROWN FOR CONGRESS,DEM
2300,RETIRED,FRIENDS OF JOHN SARBANES,DEM
2300,PROFESSOR,FRIENDS OF JOHN SARBANES,DEM
2300,PRINCIPAL ENGINEER/CONSULTANT,JAMIE RASKIN FOR CONGRESS,DEM
2300,PRESIDENT AND CEO,WYDEN FOR SENATE,DEM
2300,PRESIDENT,WYDEN FOR SENATE,DEM
2300,PHYSICIST,HOYER FOR CONGRESS,DEM
2300,PARTNER,MIKE THOMPSON FOR CONGRESS,DEM
2300,LOBBYIST,WYDEN FOR SENATE,DEM
2300,LAW PROFESSOR,JAMIE RASKIN FOR CONGRESS,DEM
2300,HOMEMAKER,TAMMY FOR ILLINOIS,DEM
2300,HOMEMAKER,HOYER FOR CONGRESS,DEM
2200,VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
2000,WEB DEVELOPER,JULIA BROWNLEY FOR CONGRESS,DEM
2000,VICE PRESIDENT,HOYER FOR CONGRESS,DEM
2000,TEACHER,HILLARY FOR AMERICA,DEM
2000,SPECIAL EVENTS COORDINATOR,FRIENDS OF WARREN CHRISTOPHER,DEM
2000,SOFTWARE DEVELOPER,HILLARY FOR AMERICA,DEM
2000,SOCIAL WORKER,BENNET FOR COLORADO,DEM
2000,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
2000,RETIRED,KATHLEEN MATTHEWS FOR CONGRESS,DEM
2000,RETIRED,IOWA DEMOCRATIC PARTY,DEM
2000,RETIRED,DSCC,DEM
2000,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
2000,RETIRED,FRIENDS OF JOHN SARBANES,DEM
2000,REAL ESTATE DEVELOPMENT,FRIENDS OF JOHN SARBANES,DEM
2000,REAL ESTATE DEALER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
2000,REAL ESTATE,NITA LOWEY FOR CONGRESS,DEM
2000,REAL ESTATE,DSCC,DEM
2000,PUBLIC POLICY,BARVE FOR CONGRESS,DEM
2000,PRINCIPAL,SCOTT PETERS FOR CONGRESS,DEM
2000,PRINCIPAL,DSCC,DEM
2000,PRINCIPAL,JEFFRIES FOR CONGRESS,DEM
2000,PRESIDENT & CEO,HOYER FOR CONGRESS,DEM
2000,PRESIDENT,RUSS FOR WISCONSIN,DEM
2000,PRESIDENT,ANTHONY BROWN FOR CONGRESS,DEM
2000,PRESIDENT,HOYER FOR CONGRESS,DEM
2000,PRESIDENT,FRIENDS FOR GREGORY MEEKS,DEM
2000,PRESIDENT,JAMIE RASKIN FOR CONGRESS,DEM
2000,POLITICAL SCIENCE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
2000,PHYSICIAN,FRIENDS OF JOHN SARBANES,DEM
2000,PARTNER,GLENN IVEY FOR CONGRESS,DEM
2000,PARTNER,SCHATZ FOR SENATE,DEM
2000,PARTNER,BARVE FOR CONGRESS,DEM
2000,OWNER,DAVIS FOR CONGRESS,DEM
2000,OWNER,INGRID TURNER FOR CONGRESS,DEM
2000,MANAGING PARTNER/ATTORNEY,ANTHONY BROWN FOR CONGRESS,DEM
2000,MANAGING PARTNER,FRIENDS OF MICHELLE,DEM
2000,MANAGING PARTNER,FRIENDS OF SCHUMER,DEM
2000,MANAGING PARTNER,PETERS FOR MICHIGAN,DEM
2000,MANAGING DIRECTOR,HOYER FOR CONGRESS,DEM
2000,LOBBYIST,DAVIS FOR CONGRESS,DEM
2000,LAW PROFESSOR/STATE SENATOR,JAMIE RASKIN FOR CONGRESS,DEM
2000,HOMEMAKER,FRIENDS OF SCHUMER,DEM
2000,GOVERNMENT RELATIONS,TAMMY FOR ILLINOIS,DEM
2000,GOVERNMENT RELATIONS,MENENDEZ FOR SENATE,DEM
2000,GOVERNMENT AFFAIRS,CICILLINE COMMITTEE,DEM
2000,FOUNDER AND CEO,DIANA DEGETTE FOR CONGRESS,DEM
2000,FINANCE,HILLARY FOR AMERICA,DEM
2000,EXECUTIVE VICE PRESIDENT/RE BROKER,CITIZENS FOR ELEANOR HOLMES NORTON,DEM
2000,EXECUTIVE VICE PRESIDENT,JOSH GOTTHEIMER FOR CONGRESS,DEM
2000,EXECUTIVE MANAGING DIRECTOR,CITIZENS FOR ELEANOR HOLMES NORTON,DEM
2000,EXECUTIVE DIRECTOR,GLENN IVEY FOR CONGRESS,DEM
2000,EXECUTIVE  VP / CO-REGIONAL MANAGER,CITIZENS FOR ELEANOR HOLMES NORTON,DEM
2000,EXECUTIVE,HOYER FOR CONGRESS,DEM
2000,EXECUTIVE,HOYER FOR CONGRESS,DEM
2000,EVP & GENERAL COUNSEL,FRIENDS FOR GREGORY MEEKS,DEM
2000,DIRECTOR OF CONVENTIONS,JAMIE RASKIN FOR CONGRESS,DEM
2000,DIRECTOR,JAMIE RASKIN FOR CONGRESS,DEM
1900,PRINCIPAL,FRIENDS OF SCHUMER,DEM
1800,OWNER,GLENN IVEY FOR CONGRESS,DEM
1700,VP,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,DEM
1700,SURGEON,BARVE FOR CONGRESS,DEM
1700,SELF EMPLOYED CONSULTANT,WYDEN FOR SENATE,DEM
1700,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
1700,PROGRAM ANALYST,FRIENDS OF DON BEYER,DEM
1700,PRESIDENT,DONNA EDWARDS FOR SENATE,DEM
1700,PHYSICIAN,JAMIE RASKIN FOR CONGRESS,DEM
1700,OWNER,BARVE FOR CONGRESS,DEM
1700,OWNER,KATHLEEN MATTHEWS FOR CONGRESS,DEM
1700,OFFICE ADMINISTRATOR,HILLARY FOR AMERICA,DEM
1700,INVESTMENTS,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
1700,HOMEMAKER,BARVE FOR CONGRESS,DEM
1700,GOVERNMENT RELATIONS,BENNET FOR COLORADO,DEM
1700,EXECUTIVE,HILLARY FOR AMERICA,DEM
1600,MANAGER,JAMIE RASKIN FOR CONGRESS,DEM
1550,PARTNER,FRIENDS OF SCHUMER,DEM
1533,NOT EMPLOYED,FRIENDS OF JOE SESTAK,DEM
1532,HOMEMAKER,JAMIE RASKIN FOR CONGRESS,DEM
1500,VOLUNTEER,HILLARY FOR AMERICA,DEM
1500,VICE PRESIDENT/ATTORNEY,ADAM SMITH FOR CONGRESS COMMITTEE,DEM
1500,VICE PRESIDENT,ADAM SMITH FOR CONGRESS COMMITTEE,DEM
1500,VICE PRESIDENT,ADAM SMITH FOR CONGRESS COMMITTEE,DEM
1500,TECHNOLOGY AND RENEWABLE ENERGY,TULSI FOR HAWAI'I,DEM
1500,TECHNOLOGY / CEO,AMI BERA FOR CONGRESS,DEM
1500,STATE SENATOR,JAMIE RASKIN FOR CONGRESS,DEM
1500,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
1500,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
1500,RETIRED,ANTHONY BROWN FOR CONGRESS,DEM
1500,RETIRED,ERIC LYNN FOR CONGRESS,DEM
1500,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
1500,PROSTHETIST,WYDEN FOR SENATE,DEM
1500,PROFESSOR,JAMIE RASKIN FOR CONGRESS,DEM
1500,PRINCIPAL,FRIENDS OF SCHUMER,DEM
1500,PRESIDENT/ CEO,FRIENDS OF JOHN SARBANES,DEM
1500,PHYSICIAN,BARVE FOR CONGRESS,DEM
1500,PHYSICIAN,HILLARY FOR AMERICA,DEM
1500,PARTNER,FRIENDS OF SCHUMER,DEM
1500,ORGANIZER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
1500,ORDAINED MINISTER/PASTOR,SUZAN JOHNSON COOK FOR CONGRESS,DEM
1500,NURSE,ERIC LYNN FOR CONGRESS,DEM
1500,NOT EMPLOYED,BARVE FOR CONGRESS,DEM
1500,NOT EMPLOYED,BERNIE 2016,DEM
1500,MEDIA BROKER,DONNA EDWARDS FOR SENATE,DEM
1500,MD,HILLARY FOR AMERICA,DEM
1500,MAYOR,BARBARA LEE FOR CONGRESS,DEM
1500,MATHEMATICIAN,DSCC,DEM
1500,MANAGING DIRECTOR,SWALWELL FOR CONGRESS,DEM
1500,LOBBYIST,JOE KENNEDY FOR CONGRESS,DEM
1500,LAWYER,FRIENDS OF JOHN SARBANES,DEM
1500,GOVERNMENT RELATIONS,FEINSTEIN FOR SENATE 2018,DEM
1500,GOVERNMENT RELATIONS,WILL JAWANDO FOR CONGRESS,DEM
1500,GOVERNMENT RELATIONS,TONY CARDENAS FOR CONGRESS,DEM
1500,EXECUTIVE,COMMITTEE TO RE-ELECT LINDA SANCHEZ,DEM
1500,DIRECTOR OF HEALTH,HILLARY FOR AMERICA,DEM
1450,LAWYER,HILLARY FOR AMERICA,DEM
1350,PRESIDENT,INGRID TURNER FOR CONGRESS,DEM
1350,FOUNDER & CEO,HILLARY FOR AMERICA,DEM
1350,ENGINEER,BARVE FOR CONGRESS,DEM
1300,MERCHANT BANKER,BLUMENTHAL FOR CONNECTICUT,DEM
1300,INSURANCE,FRIENDS OF SHERROD BROWN,DEM
1300,GOVERNMENT AFFAIRS,BLUMENTHAL FOR CONNECTICUT,DEM
1250,RETIRED,PROGRESSIVES UNITED POLITICAL ACTION COMMITTEE,DEM
1250,OWNER,HOYER FOR CONGRESS,DEM
1250,GOVERNMENT RELATIONS,MANCHIN FOR WEST VIRGINIA,DEM
1250,GOVERNMENT RELATIONS,MARTIN HEINRICH FOR SENATE,DEM
1200,TECHNOLOGY AND RENEWABLE ENERGY,TULSI FOR HAWAI'I,DEM
1200,PRESIDENT AND CEO,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
1200,PRESIDENT,HILLARY FOR AMERICA,DEM
1200,MANAGING DIRECTOR,KATHLEEN MATTHEWS FOR CONGRESS,DEM
1200,LEGAL ANALYST,FRIENDS OF WARREN CHRISTOPHER,DEM
1125,RETIRED,DCCC,DEM
1100,WRITER/CONSULTANT,DENISE JUNEAU FOR CONGRESS,DEM
1018,FACULTY ASSOCIATE,JAMIE RASKIN FOR CONGRESS,DEM
1001,FOUNDER,BARVE FOR CONGRESS,DEM
1000,WRITER/ILLUSTRATOR,FRIENDS OF JOHN SARBANES,DEM
1000,WRITER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
1000,WRITER,JAMIE RASKIN FOR CONGRESS,DEM
1000,WRITER,JAMIE RASKIN FOR CONGRESS,DEM
1000,WRITER,DCCC,DEM
